date, pm25, pm10, o3, no2, so2, co,city,coordinates
2/2/2024,93,109,41,9,6,27,Greater Noida,"[28.557054,77.453663]"
2/3/2024,170,508,1,12,5,36,Greater Noida,"[28.557054,77.453663]"
2/4/2024,195,113, ,7,4,22,Greater Noida,"[28.557054,77.453663]"
2/5/2024,171,136,3,5,6,23,Greater Noida,"[28.557054,77.453663]"
2/6/2024,171,412,17,7,10,28,Greater Noida,"[28.557054,77.453663]"
2/7/2024,447,201,32,5,7,18,Greater Noida,"[28.557054,77.453663]"
2/8/2024,223,98,31,6,5,21,Greater Noida,"[28.557054,77.453663]"
2/9/2024,151,145,41,8,5,33,Greater Noida,"[28.557054,77.453663]"
2/10/2024,146,298,39,9,6,28,Greater Noida,"[28.557054,77.453663]"
2/11/2024,248, , , , , ,Greater Noida,"[28.557054,77.453663]"
1/2/2024,238,252,16,9,4,9,Greater Noida,"[28.557054,77.453663]"
1/3/2024,219,160,4,9,3,6,Greater Noida,"[28.557054,77.453663]"
1/4/2024,194,228,2,13,2,10,Greater Noida,"[28.557054,77.453663]"
1/5/2024,255,244,3,9,2,7,Greater Noida,"[28.557054,77.453663]"
1/6/2024,268,247,2,12,2,12,Greater Noida,"[28.557054,77.453663]"
1/7/2024,226,365,12,9,4,14,Greater Noida,"[28.557054,77.453663]"
1/8/2024,327,283,8,10,3,17,Greater Noida,"[28.557054,77.453663]"
1/9/2024,257,178,3,8,2,4,Greater Noida,"[28.557054,77.453663]"
1/10/2024,207,302,4,8,3, ,Greater Noida,"[28.557054,77.453663]"
1/11/2024,354,575,10,10,3, ,Greater Noida,"[28.557054,77.453663]"
1/12/2024,557,425,22,13,4,15,Greater Noida,"[28.557054,77.453663]"
1/13/2024,311,414,8,7,2,18,Greater Noida,"[28.557054,77.453663]"
1/14/2024,286,724, ,4,2,18,Greater Noida,"[28.557054,77.453663]"
1/15/2024,369,477,2,16,1,19,Greater Noida,"[28.557054,77.453663]"
1/16/2024,317,694,9,5,6,8,Greater Noida,"[28.557054,77.453663]"
1/17/2024,612,319,19,5,5,10,Greater Noida,"[28.557054,77.453663]"
1/18/2024,308,89,7,4,4,3,Greater Noida,"[28.557054,77.453663]"
1/19/2024,165,74,7,6,5,8,Greater Noida,"[28.557054,77.453663]"
1/20/2024,158,125,24,7,4,6,Greater Noida,"[28.557054,77.453663]"
1/21/2024,192,186,16,12,5,16,Greater Noida,"[28.557054,77.453663]"
1/22/2024,234,146,23,7,5,7,Greater Noida,"[28.557054,77.453663]"
1/23/2024,207,201,26,8,5,11,Greater Noida,"[28.557054,77.453663]"
1/24/2024,211,224,31,11,5,8,Greater Noida,"[28.557054,77.453663]"
1/25/2024,271,268,19,15,4,14,Greater Noida,"[28.557054,77.453663]"
1/26/2024,255,183,2,9,4,14,Greater Noida,"[28.557054,77.453663]"
1/27/2024,255,192,15,9,5,17,Greater Noida,"[28.557054,77.453663]"
1/28/2024,255,221,3,7,5,35,Greater Noida,"[28.557054,77.453663]"
1/29/2024,228,200,28,6,5,18,Greater Noida,"[28.557054,77.453663]"
1/30/2024,213,231,1,7,4,24,Greater Noida,"[28.557054,77.453663]"
1/31/2024,240,276,4,9,5,18,Greater Noida,"[28.557054,77.453663]"
2/1/2024,305,42,18,5,4,1,Greater Noida,"[28.557054,77.453663]"
10/2/2023,152,165,44,15,3,7,Greater Noida,"[28.557054,77.453663]"
10/3/2023,149,172,42,18,3,8,Greater Noida,"[28.557054,77.453663]"
10/4/2023,149,157,49,18,5,8,Greater Noida,"[28.557054,77.453663]"
10/5/2023,159,191,94,19,5,14,Greater Noida,"[28.557054,77.453663]"
10/6/2023,169,220,66,20,4,14,Greater Noida,"[28.557054,77.453663]"
10/7/2023,177,275,41,16,3,12,Greater Noida,"[28.557054,77.453663]"
10/8/2023,180,217,21,12,4,12,Greater Noida,"[28.557054,77.453663]"
10/9/2023,152,220,21,11,4,6,Greater Noida,"[28.557054,77.453663]"
10/10/2023,159,197,47,14,2,7,Greater Noida,"[28.557054,77.453663]"
10/11/2023,163,161,37,15,3,6,Greater Noida,"[28.557054,77.453663]"
10/12/2023,161,231,50,17,4,10,Greater Noida,"[28.557054,77.453663]"
10/13/2023,194,263,72,20,3,10,Greater Noida,"[28.557054,77.453663]"
10/14/2023,220,203,43,17,3,10,Greater Noida,"[28.557054,77.453663]"
10/15/2023,168,212,28,14,3,9,Greater Noida,"[28.557054,77.453663]"
10/16/2023,156,168,22,15,3,4,Greater Noida,"[28.557054,77.453663]"
10/17/2023,139,97,40,14,4,10,Greater Noida,"[28.557054,77.453663]"
10/18/2023,115,112,45,16,4,9,Greater Noida,"[28.557054,77.453663]"
10/19/2023,141,154,44,19,3,8,Greater Noida,"[28.557054,77.453663]"
10/20/2023,154,202,30,23,3,8,Greater Noida,"[28.557054,77.453663]"
10/21/2023,181,232,21,26,4,15,Greater Noida,"[28.557054,77.453663]"
10/22/2023,221,184,16,27,3,12,Greater Noida,"[28.557054,77.453663]"
10/23/2023,228,175,40,19,6,17,Greater Noida,"[28.557054,77.453663]"
10/24/2023,227,135,72,22,4,10,Greater Noida,"[28.557054,77.453663]"
10/25/2023,179,155,85,25,5,10,Greater Noida,"[28.557054,77.453663]"
10/26/2023,181,160,72,24,2,18,Greater Noida,"[28.557054,77.453663]"
10/27/2023,185,235,73,27,2,12,Greater Noida,"[28.557054,77.453663]"
10/28/2023,208,274,63,33,3,18,Greater Noida,"[28.557054,77.453663]"
10/29/2023,251,230,77,33,2,11,Greater Noida,"[28.557054,77.453663]"
10/30/2023,244,275,55,32, ,11,Greater Noida,"[28.557054,77.453663]"
10/31/2023,253,319,48,29,2,12,Greater Noida,"[28.557054,77.453663]"
11/1/2023,279,303,55,29,1,17,Greater Noida,"[28.557054,77.453663]"
11/2/2023,232,457,36,31,2,11,Greater Noida,"[28.557054,77.453663]"
11/3/2023,331,606,37,27,3,21,Greater Noida,"[28.557054,77.453663]"
11/4/2023,455,590,31,27,2,18,Greater Noida,"[28.557054,77.453663]"
11/5/2023,480,181,38,23,1,20,Greater Noida,"[28.557054,77.453663]"
11/6/2023,217,356,52,29,3,17,Greater Noida,"[28.557054,77.453663]"
11/7/2023,304,573,50,32,2,16,Greater Noida,"[28.557054,77.453663]"
11/8/2023,397,498,78,30,4,15,Greater Noida,"[28.557054,77.453663]"
11/9/2023,392,268,33,30,2,16,Greater Noida,"[28.557054,77.453663]"
11/10/2023,357,110,11,24, ,14,Greater Noida,"[28.557054,77.453663]"
11/11/2023,168,106,4,21,3,16,Greater Noida,"[28.557054,77.453663]"
11/12/2023,167, , , , , ,Greater Noida,"[28.557054,77.453663]"
11/20/2023,258,271,4,30,3,17,Greater Noida,"[28.557054,77.453663]"
11/21/2023,278, , , , , ,Greater Noida,"[28.557054,77.453663]"
11/23/2023,192,366,56,32,2,14,Greater Noida,"[28.557054,77.453663]"
11/24/2023,306,347,2,36,1,14,Greater Noida,"[28.557054,77.453663]"
11/25/2023,322,360,2,45,3,27,Greater Noida,"[28.557054,77.453663]"
11/26/2023,250,495,36,37,6,15,Greater Noida,"[28.557054,77.453663]"
11/27/2023,366,167,15,22,2,11,Greater Noida,"[28.557054,77.453663]"
11/28/2023,189,131,17,26,1,11,Greater Noida,"[28.557054,77.453663]"
11/29/2023,189,269,26,23,2,14,Greater Noida,"[28.557054,77.453663]"
11/30/2023,224,394,29,27,2,12,Greater Noida,"[28.557054,77.453663]"
12/1/2023,428,310,38,25,1,10,Greater Noida,"[28.557054,77.453663]"
12/2/2023,291,224,23,32,6,10,Greater Noida,"[28.557054,77.453663]"
12/3/2023,211,326,20,28,11,16,Greater Noida,"[28.557054,77.453663]"
12/4/2023,281,183,19,28,5,16,Greater Noida,"[28.557054,77.453663]"
12/5/2023,196,253,32,30,6,6,Greater Noida,"[28.557054,77.453663]"
12/6/2023,190, , , , , ,Greater Noida,"[28.557054,77.453663]"
12/8/2023,274,165,35,31,6,12,Greater Noida,"[28.557054,77.453663]"
12/9/2023,187,368,33,33,9,15,Greater Noida,"[28.557054,77.453663]"
12/10/2023,303,218,36,30,8,13,Greater Noida,"[28.557054,77.453663]"
12/11/2023,233,174,19,31,3,16,Greater Noida,"[28.557054,77.453663]"
12/12/2023,219,426,50,35,5,11,Greater Noida,"[28.557054,77.453663]"
12/13/2023,319, , , , , ,Greater Noida,"[28.557054,77.453663]"
12/15/2023,296,384,6,30,6,23,Greater Noida,"[28.557054,77.453663]"
12/16/2023,304,325,12,36,8,16,Greater Noida,"[28.557054,77.453663]"
12/17/2023,269,214,9,33,6,13,Greater Noida,"[28.557054,77.453663]"
12/18/2023,225,151,10,29,2,8,Greater Noida,"[28.557054,77.453663]"
12/19/2023,195,128,16,28,3,9,Greater Noida,"[28.557054,77.453663]"
12/20/2023,179,140,23,31,3,5,Greater Noida,"[28.557054,77.453663]"
12/21/2023,191,361,30,38,5,13,Greater Noida,"[28.557054,77.453663]"
12/22/2023,271,441,40,31,4,23,Greater Noida,"[28.557054,77.453663]"
12/23/2023,328,235,34,28,4,8,Greater Noida,"[28.557054,77.453663]"
12/24/2023,258,368,33,32,2,16,Greater Noida,"[28.557054,77.453663]"
12/25/2023,324,164,39,32,2,12,Greater Noida,"[28.557054,77.453663]"
12/26/2023,240,345,25,32,2,16,Greater Noida,"[28.557054,77.453663]"
12/27/2023,265,386,18,26,3,17,Greater Noida,"[28.557054,77.453663]"
12/28/2023,375,212,4,13,2,3,Greater Noida,"[28.557054,77.453663]"
12/29/2023,240,116,5,7,2,5,Greater Noida,"[28.557054,77.453663]"
12/30/2023,188,148,2,11,2,6,Greater Noida,"[28.557054,77.453663]"
12/31/2023,190,137,3,10,2,8,Greater Noida,"[28.557054,77.453663]"
1/1/2024,188,215,14,8,3,9,Greater Noida,"[28.557054,77.453663]"
7/2/2023,52,118,25,14,3, ,Greater Noida,"[28.557054,77.453663]"
7/3/2023,70,116,53,17,3, ,Greater Noida,"[28.557054,77.453663]"
7/4/2023,103,96,24,17,3, ,Greater Noida,"[28.557054,77.453663]"
7/5/2023,95,80,16,13,3,9,Greater Noida,"[28.557054,77.453663]"
7/6/2023,77,58,15,13,3,9,Greater Noida,"[28.557054,77.453663]"
7/7/2023,59,65,16,12,3,10,Greater Noida,"[28.557054,77.453663]"
7/8/2023,62,38,7,11,3,10,Greater Noida,"[28.557054,77.453663]"
7/9/2023,49,24,7,10,3,9,Greater Noida,"[28.557054,77.453663]"
7/10/2023,51,35,8,10,3,9,Greater Noida,"[28.557054,77.453663]"
7/11/2023,45,56,13,11,3,9,Greater Noida,"[28.557054,77.453663]"
7/12/2023,74,66,14,10,3,10,Greater Noida,"[28.557054,77.453663]"
7/13/2023,59,76,9,11,3,10,Greater Noida,"[28.557054,77.453663]"
7/14/2023,64,61,19,10,3,9,Greater Noida,"[28.557054,77.453663]"
7/15/2023,72,78,23,12,3,11,Greater Noida,"[28.557054,77.453663]"
7/16/2023,86,67,41,12,3,9,Greater Noida,"[28.557054,77.453663]"
7/17/2023,70,90,12,13,4,12,Greater Noida,"[28.557054,77.453663]"
7/18/2023,89,85,10,11,3,9,Greater Noida,"[28.557054,77.453663]"
7/19/2023,75,86,16,11,3,9,Greater Noida,"[28.557054,77.453663]"
7/20/2023,63,216,25,13,3,11,Greater Noida,"[28.557054,77.453663]"
7/21/2023,103,67,19,13,2,7,Greater Noida,"[28.557054,77.453663]"
7/22/2023,109,40,19,11,3,9,Greater Noida,"[28.557054,77.453663]"
7/23/2023,69,70,21,12,4,13,Greater Noida,"[28.557054,77.453663]"
7/24/2023,61,36,17,12,3,10,Greater Noida,"[28.557054,77.453663]"
7/25/2023,59,43,17,11,3,9,Greater Noida,"[28.557054,77.453663]"
7/26/2023,77,53,11,10,2,8,Greater Noida,"[28.557054,77.453663]"
7/27/2023,42,97,20,11,3,8,Greater Noida,"[28.557054,77.453663]"
7/28/2023,85,66,15,10,4,11,Greater Noida,"[28.557054,77.453663]"
7/29/2023,91,25,14,12,3,9,Greater Noida,"[28.557054,77.453663]"
7/30/2023,47,74,31,25,1,6,Greater Noida,"[28.557054,77.453663]"
7/31/2023,76,108,30,28,1,9,Greater Noida,"[28.557054,77.453663]"
8/1/2023,132,104,30,30,1,6,Greater Noida,"[28.557054,77.453663]"
8/2/2023,88,91,20,31,2,9,Greater Noida,"[28.557054,77.453663]"
8/3/2023,87,90,24,22,2,7,Greater Noida,"[28.557054,77.453663]"
8/4/2023,95,85,14,9,2,11,Greater Noida,"[28.557054,77.453663]"
8/5/2023,102,99,18,10,3,10,Greater Noida,"[28.557054,77.453663]"
8/6/2023,119,95,18,8,3,11,Greater Noida,"[28.557054,77.453663]"
8/7/2023,89,112,21,9,2,10,Greater Noida,"[28.557054,77.453663]"
8/8/2023,93,119,18,8,1,6,Greater Noida,"[28.557054,77.453663]"
8/9/2023,89,123,21,9,1,5,Greater Noida,"[28.557054,77.453663]"
8/10/2023,101,115,33,9,2,7,Greater Noida,"[28.557054,77.453663]"
8/11/2023,102,117,33,9,2,6,Greater Noida,"[28.557054,77.453663]"
